Chapter;Latin Text;Old High German Text;Biblical References
CCV , 2;Pretereuntes autem blasphemabant eum moventes capita sua  et dicentes: va qui destruit templum et in triduo illud reædificat: salva temetipsum: si filius dei es, descende de cruce.;Thie furiuarenton bismarotun inan, ruortun iro houbit inti quedenti: uuah thie dar ziuuirpfit tempal inti in thrin tagon iz abur gizimbrot: heili thih selbon: oba thu gotes sun sís, stíg nidar fon themo cruce.;Mt 27 39-40
CCV , 3;Similiter et principes sacerdotum inludentes cum scribis et senioribus dicebant:  alios salvos fecit, se ipsum non potest salvum facere: si rex Israhel est, descendat nunc de cruce, et videamus et credamus ei. Confidet in deum, ideo liberet nunc eum, si vult eum: dixit enim: quia dei filius sum.;Sama thie heroston thero bisgofo bismaronti mit then buoherin inti mit then alton quadun: andre teta her heilæ, sih selbon ni mac heil tuon: ob iz Israhelo cuning si, er stige nidar fon themo cruce, inti gisehemes inti giloubemes imo. Her gitruuuet in got, bithiu erlosit her inan nu, ob her inan uuili: her quad: uuantih gotes sun bin.;"Mt 27 41-42; Mc 15 32; Mt 27 43"
CCV , 4; Id ipsum autem unus de his qui pendebat latronibus blasphemabat eum dicens: si tu es Christus, salvum fac temetipsum et nos.;Thaz selba ein fon then thie dar hangetun thero thiobo bismarota inan quedenti: ob thu sis Crist, tuo dih selbon heilan inti unsih.;"Mt 27 44; Lc 23 39"
CCV , 5;Respondens autem alter increpabat illum dicens: neque tu times deum, quod in eadem damnatione es?  et nos quidem iuste: nam digna factis recepimus, hic vero nihil mali gessit.;Tho antlingita ther ander, increbota inan sus quedenti: noh thu ni forhtis got, thaz thu in theru selbun nidarungu bist? inti uuir giuuesso rehto: uuir uuirdigu tatin intfahemes, theser uuarliho niouuiht ubiles teta.;Mt 27 40-41
CCV , 6; Et dicebat ad Ihesum: domine, memento mei cum veneris in regnum tuum.;Inti quad zi themo heilante: trohtin, gihugi min mit diu thu cumist in thin rihhi.;Mt 27 42
CCV , 7; Et dixit illi Ihesus: amen dico tibi, hodie mecum eris in paradiso.;Tho quad imo ther heilant: uuar quiduh thir, hiutu bistu mit mir in paradiso.;Mt 27 43
CCVI , 1; Stabant autem iuxta crucem Ihesu mater eius et soror matris eius, Maria Cleope, et Maria Magdalene.;Stuontun nah themo cruce thes heilantes sin muoter inti suester sinera muoter, Maria Cleopases, inti Maria Magdalenisgu.;Jn 19 25
CCVI , 2; Cum vidisset ergo Ihesus matrem et discipulum stantem quem diligebat, dicit matri suae: mulier, ecce filius tuus!;Mit diu gisah ther heilant thia muoter inti iungiron stantentan thende her minnota, quad sineru muoter: uuib, senu thin sun!;Jn 19 26
CCVI , 3; Deinde dicit discipulo: ecce mater tua! Et ex illa hora accepit eam discipulus in sua.;After thiu quad sinen iungiron: senu thin muoter! Inti fon theru ziti intfieng sia ther iungiro in sina.;Jn 19 27
CCVII , 1; A sexta autem hora tenebre facte sunt super universam terram usque ad horam nonam.;Fon theru sehstun ziti finstarnessu uuarun ubar alla erda zunzan niuntun zít.;Mt 27 45
CCVII , 2; Et circa horam nonam clamavit Ihesus voce magna dicens: heli heli lama sabacthani? quod est interpretatum: deus meus, deus meus, utquid dereliquisti me?;Inti umbi thia niuntun zít riof ther heilant mihileru stemmu sus quedenti: heli heli lama sabacthani? thaz ist erreckit: got min, got min, ziu forliezi thu mih?;Mt 27 46
CCVII , 3; Quidam autem illic stantes et audientes dicebant: Heliam vocat iste.;Sume uuarliho thar stantente inti gihorente quadun: Heliase ruofit theser.;Mt 27 47
CCVIII , 1; Postea sciens Ihesus quia iam omnia consummata sunt, ut consummaretur scriptura, dicit: sitio.;After thiu uuesta ther heilant thaz thiu allu iu gientotu uuarun, thaz thuruhfremit uurdi thaz giscrib, quad: ih thurstu.;Jn 19 28
CCVIII , 2; Vas ergo positum erat aceto plenum.;Faz uuas thar gisezzit fol ezziches,;Jn 19 29
CCVIII , 3; Et continuo currens unus ex eis acceptam spongiam implevit aceto et inposuit harundini et dabat ei bibere.;Inti sliumo liof ein fon in, intfagana spunga fulta sia ezzihes inti sazta anan rora inti gab imo trinkan.;Mt 27 48
CCVIII , 4; Cum ergo accepisset Ihesus acetum, dixit: consummatum est.;Thode intfieng ther heilant then ezzih, quad: gientot ist.;Jn 19 30
CCVIII , 5; Ceteri vero dicebant: sine, videamus an veniat Helias liberans eum.;Thie andre quadun: láz nu, gisehemes oba come Helias losenti inan.;Mt 27 49
CCVIII , 6;Ihesus autem iterum clamans voce magna: pater, in manus tuas commendo spiritum meum! et inclinato capite emisit spiritum.;Ther heilant abur ruofenti mihileru stemmu: fater, in thino henti biuiluhu ih minan geist! inti nidargihelditemo houbite santa then geist.;"Mt 27 50; Lc 23 46; J. 19 30"
CCIX , 1; Et ecce velum templi scissum est in duas partes a summo usque deorsum.;Senu tho lahan thes tempales zislizzan uuas in zuei teil fon obanentic zunzan nidar.;Mt 27 51
CCIX , 2;Et terra mota est, et petre scissæ sunt,  et monumenta aperta sunt.;Inti erda giruorit uuas, inti steina gislizane uuarun, inti grebir uurdun giofanotu.;Mt 27 52
CCIX , 3; Et multa corpora sanctorum qui dormierant surrexerunt.;Inti manage lihamon heilagero thie dar sliefun erstuontun.;
CCIX , 4; Et exeuntes de monumentis post resurrectionem eius venerunt in sanctam civitatem et aparuerunt multis.;Inti uzgangenti fon grebiron after iro urresti quamun in thia heilagon burc inti erougtun sih managen.;Mt 27 53
CCX , 1; Centurio autem et qui cum eo erant custodientes Ihesum, viso terre motu et his quæ fiebant, timuere valde,;Ther hunteri inti thie imo uuarun bihaltenti then heilant, gisehenemo erdgiruornessi inti then dar uuarun, forhtun in thrato,;Mt 27 54
CCX , 2;Glorificantes deum et dicentes: hic homo iustus est vere filius dei.;Got diurisonti inti quedenti: theser man rehtliho ist uuarliho gotes sun.;"Lc 23 47; Mc. 15 39"
CCX , 3; Et omnis turba eorum qui simul aderant ad spectaculum istum et videbant quæ fiebant, percutientes pectora sua revertebantur a longe.;Inti al iro menigi thie dar saman uuarun zi thesemo uuabarsiune inti gisahun thiu dar uuarun, slahenti iro brusti uuidaruurbun fer.;Lc 23 48
CCX , 4; Et mulieres multe, quæ simul cum eo ascenderant a Galilea Hierosolimis,;Inti managu uuib, thiu dar mit imo saman ufstigun fon Galileu zi Hierusalem,;"Mt 27 55; Mc 15 41"
CCX , 5; Inter quas erat Maria Magdalene et Maria Iacobi minoris et Ioseph mater et Salome mater filiorum Cebethei, et cum esset in Galilea sequebantur eum, haec videntes.;Untar then uuas Maria Magdalenisgu inti Maria Iacobes thes minniren inti Iosebes muoter inti Salome muoter kindo Zebetheen, mit diu her uuas in Galileu, folgetun imo thisu gisehenti.;"Mt 27 56; Mc 15 41; Lc 23 49"
CCXI , 1; Iudei ergo, quoniam parascheve erat, ut non remanerent in cruce corpora sabbato erat enim magnus dies ille sabbati, rogaverunt Pilatum, ut frangerentur eorum crura et tollerentur.;Iudei uuarlicho, uuantaz friietag uuas, thaz ni bilibin in themo cruce thie lihamon in sambaztag uuas giuuesso mihil ther sambaztag, batun Pilatum thaz sie brachin iro gibeiniu, inti uurdin thana ginomane.;Jn 19 31
CCXI , 2; Venerunt ergo milites et primi quidem fregerunt crura et alterius qui crucifixus est cum eo.;Quamun thie kempfon inti thes eristen giuuesso brahun gibeinu in thes andres thie dar mit imo erhangan uuas.;Jn 19 32
CCXI , 3; Ad Ihesum autem cum venissent, ut viderunt eum iam mortuum, non fregerunt eius crura.;Tho sie zi themo heilante quamun, sose inan gisahun iu totan, ni brachun sinu gibeinu.;Jn 19 33
CCXI , 4;Sed unus militum lancea latus eius aperuit, et continuo exivit sanguis et aqua.  Ut scriptura impleatur: os non comminuetis ex eo.  Iterum alia scriptura dicit: videbunt in quem transfixerunt.;Oh ein thero kemphono mit speru sina sita giofanota, inti sliumo uzgieng bluot inti uuazzar. Thaz giscrib uuari gifullit: bein ni brehet ir fon imo. Abur ander giscrib quidit: gisahun in thende sie anastahun.;Jn 19 34-36
CCXII , 1; Cum sero autem factum esset, venit quidam homo dives, nobilis decurio ab Arimathia civitate Iudae, nomine Ioseph,;Tho iz aband uuortan uúard, quam sum man otag, edili ambaht, fon Arimathiu burgi Iudono, in namen Ioseph,;"Mt 27 57; Mc 15 43; Lc 23 51"
CCXII , 2; Vir bonus et iustus, qui et ipse occultus discipulus erat Ihesu propter metum Iudæorum, qui exspectabat et ipse regnum dei.;Guot man inti reht, ther selbo tóugli iungoro uuas thes heilantes thuruh forohta Iudono, ther selbo beitota gotes riches.;"Lc 23 50; Mt 27 57; Jn 19 38; Lc 23 51"
CCXII , 3; Hic non consenserat concilio et actibus eorum.;Ther selbo ni gihengita themo unrehte inti iro tatin.;
CCXII , 4; Hic accessit ad Pilatum et petit corpus Ihesu.;Ther gieng zi Pilate inti bat thes heilantes lichamen.;Mt 27 58
CCXII , 5;Pilatus autem mirabatur, si iam obisset, et accersito centurione interrogavit eum si iam mortuus esset?  Et cum cognovisset, iussit reddi corpus.;Pilatus uuntrota, oba her iu entoti, inti gihalotemo uualtambahte frageta inan oba her iu entoti? Inti mittiu her forstuont, gibot zi gebanne then lichamon.;"Mc 15 44-45; Mt 27 59"
CCXII , 6; Venit autem et Nicodemus, qui venerat ad Ihesum nocte primum, ferens mixturam mirræ et aloes quasi libras centum.;Inti quam tho ouh Nicodemus, ther dar quam zi themo heilante nahtes erist, truog thaz gimisgi mirrun inti aloes, so uuas es zihenzug phúnto.;Jn 19 39
CCXII , 7; Acceperunt autem corpus Ihesu et ligaverunt eum linteis cum aromatibus, sicut mos Iudæis est sepelire.;Intfiengun sie tho thes heilantes lichamon inti buntun ínan mit sabonon mit biminzsalbun, soso uuísa ist Iudon zi bigrabanne.;Jn 19 40
CCXIII , 1; Erat autem in loco ubi crucifixus est ortus, et in horto monumentum novum, in quo nondum quisquam positus fuerat.;Uúas thár in thera steti thar her arhangan uuard garto, inti in themo garten niuui gráb, in themo noh nu níoman ingisezzit uuas.;Jn 19 41
CCXIII , 2; Et posuit illud Ioseph et advolvit saxum magnum ad ostium monumenti et abiit.;Inti legita thaz thara Ioseph inti zuogiuualzta michilan stéin zi then turon thes grabes inti gieng thana.;Mt 27 60
CCXIV , 1; Erat autem ibi Maria Magdalene et altera Maria sedentes contra sepulchrum, viderunt quoniam positum erat corpus eius,;Uúas thar Maria Magdalene inti ander Maria sizzenti uuidar thaz gráb, gisahun uuio gilegit uúas sin lichamo,;"Mt 27 61; Lc 23 55"
CCXIV , 2; Et revertentes paraverunt aromata et unguenta, ut venientes unguerent eum.;Inti uuidaruuerbenti garauuitun piminzun inti thia salbun, thaz sie quæmenti salbotin ínan.;"Mt 27 56; Mc 16 1"
CCXIV , 3; Et sabbato quidem siluerunt secundum mandatum.;Inti in sambaztag súuigetun after bibote.;Lc 23 56
CCXV , 1; Altera autem die, quæ est parascheve, convenerunt principes sacerdotum et Pharisaei ad Pilatum;In andremo tage, thie dar ist frigetag, quamun thie heroston thero bisgofo inti thie Farisei zi Pilate;Mt 27 62
CCXV , 2; Dicentes: domine, recordati sumus quia seductor ille dixit adhuc vivens: post tres dies resurgam.;Quaedente: herro, uuir gihúgitumes thaz ther forleiteri quád noh thanne lebenti: after thrin tagon arstantu.;Mt 27 63
CCXV , 3; Iube ergo custodiri sepulchrum usque in diem tertium, ne forte veniant discipuli eius et furentur eum et dicant plebi: surrexit a mortuis, et erit novissimus error peior priori.;Gibiut zi bihaltanne thaz gráb unzan then thriton tág, min odouuan quæmen sine iungoron inti forstelen inan inti quaeden themo folkæ: her arstuont fon tode, inti thanne ist ther iungisto irrido uuirsero themo eriren.;Mt 27 64
CCXV , 4;Ait illis Pilatus: habetis custodiam: ite, custodite sicut scitis.  Illi autem abeuntes munierunt sepulchrum signantes lapidem cum custodibus.;Tho quad in Pilatus: ir habet bihaltera: faret inti bihaltet sosa ir uuizzit. Sie tho thana gangenti festinotun thaz grab biinsigilenti then stéin mit bihalterin.;Mt 27 65-66
CCXVI , 1;Vespere autem sabbati quae lucescit in prima sabbati, cum adhuc tenebre essent,;In themo abande thes sambaztages ther dar inliuhtit in themo eristen sambaztage, mittiu noh tho finistarnessi uuárun,;"Mt 28 1; J. 20 1"
CCXVI , 2; Venit Maria Magdalenæ et altera Maria et Salomæ ad monumentum portantes quae paraverant aromata.;Quam Maria Magdalenisga inti ander Maria inti Salomæ zi themo grabe, truogun thíu sio gigarauuitun thia biminzsalbun.;"Mt 28 1; Mc 16 1; Lc 24 1"
CCXVI , 3;Et orto iam sole  dicebant ad invicem: quis revolvet nobis lapidem ab ostio monumenti?  erat quippe magnus valde.;Inti úfgangentera súnnun quadun untar zuúisgen: uuer aruuelzit úns then stéin fon then turon thés grabes? her uuas thrato michil.;Mc 16 2-3
CCXVII , 1; Et ecce terræ motus factus est magnus, angelus enim domini descendit de cælo et accedens revolvit lapidem.;Inti sinu tho erthbibunga uuas giuuortan michil: gotes engil steig fon hímile inti zuogangenti aruúalzta then stéin.;Mt 28 2
CCXVII , 2; Et respicientes vident revolutum lapidem a monumento et angelum sedentem super eum.;Inti scóuuuonto gisahun aruualztan then stéin fon themo grabe inti engil sizzantan ubar ínan.;"Mc 16 4; Lc 24 2; Mt 28 2"
CCXVII , 3; Erat autem aspectus eius sicut fulgur et vestimentum eius sicut nix.;Uuas sín gisíuni samasa blekezunga inti sin giuuati samasa snío.;Mc 16 3
CCXVII , 4; Prae timore autem eius exterriti sunt custodes et facti sunt velut mortui.;Thuruh sina forohta erbruogite uuarun thie hirta inti uurdun uuortan samasa tote.;Mc 16 4
CCXVII , 5; Respondens autem angelus dixit mulieribus: nolite timere vos, scio enim quod Ihesum qui crucifixus est quæritis.;Tho antalengita ther engil, quad then uúibon: ni curet íu forohtan: ih uueiz thaz ir then heilant ther dar arhangan ist suochet.;Mc 16 5
CCXVII , 6; Non est hic, surrexit enim, sicut dixit: venite et vidite locum ubi positus erat dominus.;Nist er hier: her arstúont, sosa her quad: quaemet inti gisehet thia stat uuar trohtin gilegit uuas.;Mc 16 6
CCXVIII , 1; Et factum est, dum mente consternate essent de isto,;Inti uuard tho, mittiu sio in muote arforhte uuarun fon thisiu,;Lc 24 4
CCXVIII , 2; Ecce duo viri steterunt secus illas in veste fulgenti.;Senu thó zuuene man stúontun nah ín in scínentemo giuúate.;
CCXVIII , 3;Cum timerent autem et declinarent vultum in terram, dixerunt ad illas: quid quæritis viventem cum mortuis?  Non est hic, sed surrexit.;Mittiu sio tho forohtun inti helditun iro annuzi in erda, quadun zi ín: uuaz suochet ir lebentan mit toten? Nist er hier, oh her arstuont.;Lc 24 5-6
CCXVIII , 4;Recordamini qualiter locutus est vobis, cum adhuc in Galilea esset,  dicens quia oportet filium hominis tradi in manus hominum peccatorum et crucifigi et die tertia resurgere.;Gihuget uuio her zi íu spráh, mittiu her noh nu in Galileu uúas, quaedenti uuanta gilinfit then mannes sun zi selenne in hant suntigero manno inti arhangan uuerdan inti thritten tages arstantan.;7
CCXVIII , 5; Et cito euntes dicite discipulis eius quia surrrexit a mortuis, et ecce praecedit vos in Galileam: ibi eum videbitis: ecce praedixit vobis.;Inti slíumo gangente quædet sinen iungoron uuanta her arstuont fon tode, inti senu her forafuor íuuuih in Galileam: thar gisehet ir inan: senu bifora sagata her iz íu.;Mt 28 7
CCXIX , 1; Et recordatae sunt verborum eius, et exierunt cito de monumento cum timore et magno gaudio currentes nunciare discipulis eius.;Inti gihugitun thó sinero uuorto, inti fuorun uz slíumo fon themo grabe mit forohtu inti mit michilemo giúehen loufente sagen sinen iungoron.;"Lc 24 8; Mt 28 8"
CCXIX , 2; Cucurrit ergo et venit ad Simonem Petrum et ad alium discipulum quem amabat Ihesus, et dicit eis: tulerunt dominum meum de monumento, et nescio ubi posuerunt eum.;Liof inti quam zi Simone Petre inti zi andremo iungoren, then dar minnota ther heilant, inti quad in: namun minan trohtin fon themo grabe, inti ni uueiz uuara sie inan tatun.;Jn 20 2
CCXX , 1; Exiit ergo Petrus et ille alius discipulus, et venerunt ad monumentum.;Uzgieng tho Petrus inti ther ander iungoro, inti quamun zi themo grabe.;Jn 20 3
CCXX , 2; Currebant autem duo simul, et ille alius discipulus præcurrit citius Petro et venit primus ad monumentum.;Liofun zuuene saman, inti ther ander iungoro furiliof slíumo Petrusan inti quam ér zi themo grabe.;Jn 20 4
CCXX , 3; Et cum se inclinasset, videt linteamina posita, non tamen introivit.;Inti mittiu her sih nidarheldita, gisah thiu lininun lachan gilegitíu, ni gieng thoh uuidoro ín.;
CCXX , 4;Venit ergo Simon Petrus sequens eum, et introivit in monumentum et vidit linteamina posita,  et sudarium quod fuerat supra caput eius non cum linteaminibus positum, sed separatim involutum in unum locum.;Quam tho Simon Petrus folgenti imo, inti ingieng in thaz grab inti gisah thiu lininun lachan ligentíu, inti thaz suueizlachan thaz dar uúas oba sinemo houbite nalles mit then lininen lachanon ligenti, oh suntringon biuuntan in eina stat.;Jn 20 6-7
CCXX , 5;Tunc ergo introivit et ille discipulus qui venerat prius ad monumentum, et vidit et credidit:  nondum enim sciebant scripturam, quia oportet eum a mortuis resurgere.  Abierunt iterum ad semetipsos discipuli.;Tho ingieng ther iungoro the dar er quam zi themo grabe, inti gisah inti giloubta: noh thanne ni uuestun sie giscrib, thaz inan gilanf fon tode zi arstantanne. Abur giengun tho zi in selben thie iungoron.;Jn 20 8-9
CCXXI , 1;Maria autem Magdalenae, de qua eiecerat VII demonia, stabat ad monumentum foris plorans.;Maria Magdalenisgíu, fon theru her uzuuarf sibun diuuala, stuont zi themo grabe uzze vvuofanti.;"Mc 16 9; J. 20 11"
CCXXI , 2;Dum ergo fleret,  dicit illi: mulier, quid ploras? dicit illi: quia tulerunt dominum meum, et nescio ubi posuerunt eum.;Mittiu siu tho uuiof, quad iru: uúib, uuaz vvuofis? Quad imo: uuanta sie namun minan trohtin, inti ih ni uueiz uuara sie inan legitun.;13
CCXXI , 3;Haec cum dixisset, conversa est retrorsum et vidit Ihesum stantem, et non sciebat quia Ihesus est.  Dicit ei Ihesus: mulier, quid ploras, quem quæris?;Mittiu siu thisiu quad, giuuanta sih uuidar inti gisah then heilant stantentan, inti ni uuesta thaz iz ther heilant uúas. Tho quad iru ther heilant: uúib, uuaz vvuofis, uuenan súochis?;Mc 16 14-15
